round,name,count,localCount,workload,estWorkload,npts,nfdpts
41,22,27,10,45998,70850,3406,403
41,23,29,7,52584,62310,3196,110
41,24,54,11,70317,72025.2,5844,415
41,25,113,37,64086,67806,4329,11
41,26,9,3,93665,94060.1,1070,404
41,27,32,11,40903,68890.7,1707,70
41,28,39,11,47393,68928.8,2838,140
41,29,69,14,71677,67647.2,4052,47
41,30,130,66,52245,66430.5,7076,1100
41,31,119,47,61248,65037.1,3981,169
42,0,19,3,43175,60246.9,695,26
42,1,23,5,36327,63412.1,1223,86
42,2,29,7,51253,64729.8,1620,14
42,3,9,3,66879,78921.2,927,335
42,4,46,22,35055,67074.5,2836,1539
42,5,33,5,45199,63903.5,1118,22
42,6,46,11,37793,60721.1,2012,5
42,7,42,11,48472,53772.2,1682,67
42,8,59,9,64097,64368,1731,48
42,9,53,9,53701,60352,1632,27
42,10,29,7,43952,61457.8,1398,22
42,11,74,23,56660,55573,1360,34
42,12,31,10,32742,61972.7,552,15
42,13,16,3,50704,50699,809,86
42,14,73,24,53505,68032.2,2310,71
42,15,39,10,47607,60481.5,1588,55
42,16,54,13,55515,64442.4,2864,728
42,17,86,17,65262,66216.7,3834,4
42,18,50,13,41370,66565.2,2071,71
42,19,66,14,40215,64415.3,2254,28
42,20,155,71,51761,63234.6,4494,38
42,21,34,7,49520,68627.8,1104,108
42,22,24,9,45814,58372.3,2889,382
42,23,29,8,64839,67649.2,3371,111
42,24,57,10,60233,65444,4995,367
42,25,135,38,50064,63105.5,3645,5
42,26,57,10,47885,59533.8,3131,69
42,27,29,9,28982,59009.8,1402,55
42,28,41,11,48711,62031.6,2677,141
42,29,58,14,52931,60421.8,4159,56
42,30,109,52,57249,62930.5,5777,1021
42,31,138,54,55095,63709.5,4998,127
43,0,27,5,40377,51483.1,1055,62
43,1,13,3,48319,85546.9,774,39
43,2,39,10,39153,57747,1448,11
43,3,23,5,38201,56579.7,1555,709
43,4,111,44,51767,57642.9,3585,168
43,5,46,10,30767,43510.5,1598,5
43,6,7,2,69199,64906.4,602,202
43,7,57,13,48169,61028,1810,80
43,8,57,12,39992,55823.9,1812,80
43,9,50,9,59216,61920.8,1468,31
43,10,30,7,30508,58955.6,1236,17
43,11,119,44,52998,59581.1,3466,8
43,12,20,7,37005,57989.9,448,18
43,13,21,4,34396,55406.4,1000,93
43,14,62,20,63953,54877.8,1319,45
43,15,38,10,33067,54769.1,2186,127
43,16,37,18,44169,60310.5,2363,1366
43,17,61,13,52529,58485.5,3040,7
43,18,36,11,40901,52596.8,2482,71
43,19,65,14,38764,60536.7,2219,21
43,20,148,76,43279,59502,4050,16
43,21,42,10,52191,58676.5,1308,101
43,22,28,10,50450,63217.7,2951,368
43,23,28,7,45849,55584.2,2956,97
43,24,49,10,56484,57566.9,4721,374
43,25,40,7,31096,47686.2,1719,1
43,26,49,10,57598,56950.1,3501,75
43,27,32,11,34022,60761.9,1530,54
43,28,41,10,36120,58761.5,1672,41
43,29,66,14,60114,58625.6,3576,24
43,30,137,71,55890,60440.7,6446,984
43,31,63,15,67066,60086.2,1499,66
44,0,9,2,41745,47563.2,437,23
44,1,40,7,31103,43744,1583,2
44,2,45,11,37702,55082.6,1331,10
44,3,28,7,33773,64936.2,1692,744
44,4,112,47,42295,55335.3,3538,148
44,5,59,14,29502,55313.6,1853,19
44,6,26,4,45154,60840.5,776,31
44,7,60,11,55227,54086.6,3421,86
44,8,42,9,33728,50696,1390,36
44,9,46,6,59492,54412.2,1086,46
44,10,31,7,22294,52753.6,1311,4
44,11,127,41,47647,54496.9,3316,4
44,12,36,8,40786,61239,1569,59
44,13,13,3,63691,66975.2,689,181
44,14,27,9,33656,54739.6,440,16
44,15,48,12,35981,55502.7,1643,87
44,16,32,16,30563,49416.5,2138,1206
44,17,74,22,64066,53783.5,1419,41
44,18,53,13,32983,55767,2203,51
44,19,49,12,41436,51797,2439,85
44,20,154,81,38877,51671.2,3797,21
44,21,43,10,39044,44519.9,1262,87
44,22,62,20,44595,50293.2,1757,48
44,23,28,7,46030,51432.8,2734,94
44,24,48,9,51009,51950.4,4107,311
44,25,28,10,48510,56677.4,2706,355
44,26,23,5,46949,58217.6,1152,95
44,27,27,9,40190,54394.5,1241,57
44,28,39,9,29233,45555,973,64
44,29,62,14,46374,51192.3,3369,38
44,30,128,64,46552,55364.4,5770,877
44,31,64,13,55183,55207.4,2892,6
45,0,9,2,34964,-1,372,22
45,1,40,7,31497,-1,1547,4
45,2,45,11,40230,-1,1252,12
45,3,28,7,35305,-1,1533,646
45,4,112,47,37107,-1,3264,154
45,5,59,14,28585,-1,1773,16
45,6,26,4,46159,-1,671,26
45,7,60,11,46205,-1,3161,87
45,8,42,9,33260,-1,1256,25
45,9,46,6,52665,-1,1081,38
45,10,31,7,27076,-1,1224,8
45,11,127,41,43911,-1,3032,4
45,12,36,8,37076,-1,1496,44
45,13,13,3,60021,-1,664,182
45,14,27,9,21816,-1,400,9
45,15,48,12,40376,-1,1514,85
45,16,32,16,24122,-1,1948,1121
45,17,74,22,53624,-1,1299,37
45,18,53,13,36939,-1,1986,51
45,19,49,12,39313,-1,2199,71
45,20,154,81,35196,-1,3495,25
45,21,43,10,30522,-1,1183,54
45,22,62,20,41165,-1,1562,44
45,23,28,7,41603,-1,2553,84
45,24,48,9,47243,-1,3809,298
45,25,28,10,31477,-1,2530,331
45,26,23,5,43835,-1,1016,93
45,27,27,9,34236,-1,1223,70
45,28,39,9,34977,-1,916,70
45,29,62,14,42736,-1,3086,44
45,30,128,64,45302,-1,5438,834
45,31,64,13,46268,-1,2619,5
46,0,9,2,25431,-1,375,12
46,1,40,7,24499,-1,1325,0
46,2,45,11,26244,-1,1150,7
46,3,28,7,36555,-1,1407,635
46,4,112,47,41332,-1,2990,127
46,5,59,14,27083,-1,1583,12
46,6,26,4,38376,-1,681,26
46,7,60,11,51387,-1,2959,78
46,8,42,9,24381,-1,1135,18
46,9,46,6,44321,-1,945,29
46,10,31,7,28760,-1,1123,16
46,11,127,41,38255,-1,2743,3
46,12,36,8,35282,-1,1423,49
46,13,13,3,44636,-1,551,141
46,14,27,9,22832,-1,352,11
46,15,48,12,33794,-1,1363,65
46,16,32,16,17289,-1,1767,1008
46,17,74,22,55613,-1,1196,45
46,18,53,13,36469,-1,1838,46
46,19,49,12,33171,-1,2086,85
46,20,154,81,36605,-1,3254,20
46,21,43,10,33227,-1,1125,47
46,22,62,20,38196,-1,1505,39
46,23,28,7,30003,-1,2260,89
46,24,48,9,43936,-1,3564,276
46,25,28,10,36985,-1,2311,272
46,26,23,5,35736,-1,954,70
46,27,27,9,34696,-1,1146,62
46,28,39,9,29650,-1,891,48
46,29,62,14,42823,-1,2883,34
46,30,128,64,45104,-1,5177,784
46,31,64,13,42285,-1,2446,2
47,0,9,2,19276,-1,345,12
47,1,40,7,25844,-1,1275,2
47,2,45,11,31477,-1,1106,9
47,3,28,7,40892,-1,1301,579
47,4,112,47,33688,-1,2813,125
47,5,59,14,27776,-1,1515,14
47,6,26,4,32709,-1,605,24
47,7,60,11,45015,-1,2724,70
47,8,42,9,19335,-1,1112,16
47,9,46,6,49037,-1,886,31
47,10,31,7,18120,-1,1034,6
47,11,127,41,37031,-1,2585,3
47,12,36,8,33959,-1,1345,43
47,13,13,3,44713,-1,551,145
47,14,27,9,24412,-1,337,12
47,15,48,12,32892,-1,1248,67
47,16,32,16,26379,-1,1560,886
47,17,74,22,41720,-1,1084,29
47,18,53,13,31066,-1,1649,45
47,19,49,12,29842,-1,1880,80
47,20,154,81,31285,-1,3009,15
47,21,43,10,40373,-1,1038,62
47,22,62,20,32649,-1,1347,31
47,23,28,7,32568,-1,2194,68
47,24,48,9,40366,-1,3309,251
47,25,28,10,35343,-1,2187,266
47,26,23,5,35644,-1,891,81
47,27,27,9,27365,-1,1016,51
47,28,39,9,28710,-1,769,67
47,29,62,14,35721,-1,2635,32
47,30,128,64,37135,-1,4808,757
47,31,64,13,36505,-1,2194,6
48,0,9,2,21504,-1,306,11
48,1,40,7,22498,-1,1217,0
48,2,45,11,24692,-1,978,10
48,3,28,7,37756,-1,1153,481
48,4,112,47,38180,-1,2607,141
48,5,59,14,27023,-1,1346,21
48,6,26,4,24218,-1,623,19
48,7,60,11,42203,-1,2494,64
48,8,42,9,23681,-1,1012,18
48,9,46,6,43665,-1,848,39
48,10,31,7,17566,-1,991,7
48,11,127,41,34520,-1,2381,3
48,12,36,8,31007,-1,1261,46
48,13,13,3,35179,-1,519,142
48,14,27,9,16118,-1,301,5
48,15,48,12,26802,-1,1133,55
48,16,32,16,21759,-1,1471,824
48,17,74,22,35191,-1,960,28
48,18,53,13,29137,-1,1549,40
48,19,49,12,30871,-1,1763,90
48,20,154,81,26354,-1,2797,17
48,21,43,10,24282,-1,918,62
48,22,62,20,22770,-1,1299,34
48,23,28,7,32269,-1,2051,72
48,24,48,9,37378,-1,3098,224
48,25,28,10,35194,-1,2035,287
48,26,23,5,32250,-1,807,68
48,27,27,9,25638,-1,932,42
48,28,39,9,23117,-1,712,43
48,29,62,14,33358,-1,2389,31
48,30,128,64,33939,-1,4411,681
48,31,64,13,41151,-1,2105,7
49,0,9,2,23568,-1,320,14
49,1,40,7,20703,-1,1111,0
49,2,45,11,27857,-1,926,10
49,3,28,7,33935,-1,1071,501
49,4,112,47,30371,-1,2466,100
49,5,59,14,20047,-1,1235,12
49,6,26,4,28860,-1,599,22
49,7,60,11,31056,-1,2313,56
49,8,42,9,20312,-1,918,22
49,9,46,6,30233,-1,755,19
49,10,31,7,16323,-1,919,6
49,11,127,41,32064,-1,2222,4
49,12,36,8,29901,-1,1090,43
49,13,13,3,33887,-1,489,127
49,14,27,9,21587,-1,312,12
49,15,48,12,26181,-1,1080,48
49,16,32,16,18107,-1,1388,809
49,17,74,22,38120,-1,872,34
49,18,53,13,25099,-1,1472,46
49,19,49,12,27255,-1,1592,63
49,20,154,81,24147,-1,2533,19
49,21,43,10,23217,-1,850,36
49,22,62,20,28028,-1,1117,34
49,23,28,7,26834,-1,1833,62
49,24,48,9,35265,-1,2889,247
49,25,28,10,27650,-1,1894,251
49,26,23,5,34902,-1,744,56
49,27,27,9,20821,-1,869,43
49,28,39,9,25697,-1,644,45
49,29,62,14,31443,-1,2245,26
49,30,128,64,35242,-1,4153,643
49,31,64,13,33500,-1,1934,4
50,0,9,2,20438,-1,258,11
50,1,40,7,19889,-1,1087,0
50,2,45,11,29341,-1,850,12
50,3,28,7,22225,-1,974,427
50,4,112,47,32011,-1,2242,112
50,5,59,14,19587,-1,1096,10
50,6,26,4,24591,-1,530,15
50,7,60,11,29975,-1,2133,51
50,8,42,9,16506,-1,855,14
50,9,46,6,33398,-1,687,22
50,10,31,7,15795,-1,896,7
50,11,127,41,28151,-1,2033,2
50,12,36,8,25811,-1,1034,30
50,13,13,3,40310,-1,448,121
50,14,27,9,21971,-1,285,12
50,15,48,12,25674,-1,1043,56
50,16,32,16,21331,-1,1254,687
50,17,74,22,25550,-1,811,22
50,18,53,13,21605,-1,1284,33
50,19,49,12,25535,-1,1519,63
50,20,154,81,28835,-1,2391,19
50,21,43,10,15915,-1,759,43
50,22,62,20,24638,-1,1076,29
50,23,28,7,22340,-1,1694,66
50,24,48,9,32723,-1,2670,190
50,25,28,10,28047,-1,1719,216
50,26,23,5,31548,-1,725,68
50,27,27,9,25329,-1,794,31
50,28,39,9,21121,-1,603,41
50,29,62,14,30222,-1,2150,22
50,30,128,64,31313,-1,3750,566
50,31,64,13,30588,-1,1791,3
51,0,9,2,22723,-1,263,12
51,1,40,7,18225,-1,995,0
51,2,45,11,18969,-1,803,3
51,3,28,7,28350,-1,965,457
51,4,112,47,30942,-1,2029,113
51,5,59,14,22252,-1,1031,23
51,6,26,4,20363,-1,456,15
51,7,60,11,30720,-1,2035,47
51,8,42,9,16012,-1,769,14
51,9,46,6,33124,-1,633,24
51,10,31,7,17041,-1,777,6
51,11,127,41,28440,-1,1882,3
51,12,36,8,27045,-1,953,45
51,13,13,3,27664,-1,399,102
51,14,27,9,26020,-1,304,17
51,15,48,12,23170,-1,947,45
51,16,32,16,18757,-1,1146,662
51,17,74,22,29457,-1,690,23
51,18,53,13,20397,-1,1203,37
51,19,49,12,18067,-1,1419,46
51,20,154,81,28767,-1,2141,26
51,21,43,10,22203,-1,723,37
51,22,62,20,18618,-1,1006,23
51,23,28,7,27381,-1,1534,62
51,24,48,9,29459,-1,2456,192
51,25,28,10,22652,-1,1652,188
51,26,23,5,25632,-1,660,60
51,27,27,9,27433,-1,773,39
51,28,39,9,19352,-1,567,41
51,29,62,14,30819,-1,2008,15
51,30,128,64,29444,-1,3503,571
51,31,64,13,30685,-1,1718,4
52,0,9,2,17057,-1,251,10
52,1,40,7,15892,-1,885,0
52,2,45,11,19044,-1,738,4
52,3,28,7,22625,-1,886,368
52,4,112,47,23322,-1,1867,77
52,5,59,14,14801,-1,1066,5
52,6,26,4,20051,-1,439,17
52,7,60,11,30034,-1,1883,50
52,8,42,9,20913,-1,737,12
52,9,46,6,38452,-1,600,25
52,10,31,7,18121,-1,668,8
52,11,127,41,24124,-1,1712,1
52,12,36,8,20640,-1,862,27
52,13,13,3,34111,-1,379,106
52,14,27,9,14243,-1,271,8
52,15,48,12,18523,-1,853,57
52,16,32,16,14890,-1,1020,580
52,17,74,22,33449,-1,671,22
52,18,53,13,26751,-1,1142,28
52,19,49,12,20296,-1,1312,57
52,20,154,81,20729,-1,2012,15
52,21,43,10,15648,-1,648,31
52,22,62,20,28093,-1,893,27
52,23,28,7,22321,-1,1532,64
52,24,48,9,30331,-1,2245,173
52,25,28,10,17103,-1,1459,190
52,26,23,5,22958,-1,622,62
52,27,27,9,16930,-1,681,35
52,28,39,9,10309,-1,490,28
52,29,62,14,23525,-1,1757,17
52,30,128,64,26740,-1,3303,532
52,31,64,13,28661,-1,1604,3
53,0,9,2,11469,-1,195,9
53,1,40,7,16483,-1,815,2
53,2,45,11,22297,-1,714,7
53,3,28,7,21832,-1,769,334
53,4,112,47,22613,-1,1763,98
53,5,59,14,19040,-1,975,9
53,6,26,4,16264,-1,401,14
53,7,60,11,25769,-1,1700,47
53,8,42,9,11530,-1,644,14
53,9,46,6,30730,-1,564,20
53,10,31,7,15805,-1,621,10
53,11,127,41,23937,-1,1573,3
53,12,36,8,21740,-1,808,37
53,13,13,3,29398,-1,367,106
53,14,27,9,19424,-1,237,10
53,15,48,12,16178,-1,780,40
53,16,32,16,10970,-1,1031,578
53,17,74,22,28901,-1,683,21
53,18,53,13,26165,-1,1127,33
53,19,49,12,20474,-1,1203,58
53,20,154,81,16560,-1,1878,9
53,21,43,10,18582,-1,657,34
53,22,62,20,21993,-1,758,30
53,23,28,7,19163,-1,1350,43
53,24,48,9,28296,-1,2113,159
53,25,28,10,25136,-1,1300,162
53,26,23,5,18476,-1,558,48
53,27,27,9,20606,-1,659,29
53,28,39,9,17734,-1,487,38
53,29,62,14,24863,-1,1617,14
53,30,128,64,26148,-1,3052,479
53,31,64,13,26412,-1,1450,2
54,0,9,2,11819,-1,198,7
54,1,40,7,13397,-1,746,0
54,2,45,11,17226,-1,610,6
54,3,28,7,18751,-1,691,289
54,4,112,47,23292,-1,1622,78
54,5,59,14,13867,-1,893,11
54,6,26,4,19452,-1,394,17
54,7,60,11,21336,-1,1594,52
54,8,42,9,12215,-1,594,12
54,9,46,6,17362,-1,517,12
54,10,31,7,19660,-1,608,10
54,11,127,41,19882,-1,1473,2
54,12,36,8,25664,-1,788,25
54,13,13,3,50386,-1,342,99
54,14,27,9,14670,-1,237,13
54,15,48,12,12326,-1,668,27
54,16,32,16,15784,-1,946,545
54,17,74,22,21063,-1,612,17
54,18,53,13,20069,-1,1029,34
54,19,49,12,18703,-1,1088,44
54,20,154,81,16964,-1,1754,16
54,21,43,10,16463,-1,603,29
54,22,62,20,17102,-1,698,31
54,23,28,7,20507,-1,1234,44
54,24,48,9,26326,-1,1951,132
54,25,28,10,18319,-1,1253,155
54,26,23,5,20405,-1,506,43
54,27,27,9,11750,-1,602,25
54,28,39,9,16429,-1,431,33
54,29,62,14,20782,-1,1541,27
54,30,128,64,21056,-1,2761,420
54,31,64,13,24521,-1,1368,2
55,0,9,2,10108,-1,184,4
55,1,40,7,13090,-1,696,1
55,2,45,11,14665,-1,606,3
55,3,28,7,22687,-1,631,286
55,4,112,47,19319,-1,1492,61
55,5,59,14,15298,-1,843,7
55,6,26,4,21487,-1,359,15
55,7,60,11,19378,-1,1416,37
55,8,42,9,11421,-1,571,14
55,9,46,6,33867,-1,465,24
55,10,31,7,11179,-1,567,5
55,11,127,41,18703,-1,1304,2
55,12,36,8,22484,-1,708,28
55,13,13,3,19878,-1,294,87
55,14,27,9,11712,-1,212,9
55,15,48,12,16837,-1,685,35
55,16,32,16,14309,-1,817,461
55,17,74,22,26132,-1,577,23
55,18,53,13,14534,-1,859,15
55,19,49,12,16466,-1,1014,33
55,20,154,81,14115,-1,1597,7
55,21,43,10,13399,-1,534,29
55,22,62,20,21640,-1,699,18
55,23,28,7,15457,-1,1124,47
55,24,48,9,23476,-1,1840,138
55,25,28,10,16253,-1,1187,145
55,26,23,5,17918,-1,487,45
55,27,27,9,14053,-1,555,26
55,28,39,9,16890,-1,424,33
55,29,62,14,20857,-1,1472,13
55,30,128,64,22122,-1,2594,434
55,31,64,13,23455,-1,1282,3
56,0,9,2,10685,-1,175,5
56,1,40,7,13104,-1,649,1
56,2,45,11,13280,-1,529,4
56,3,28,7,16904,-1,625,257
56,4,112,47,23856,-1,1403,59
56,5,59,14,11682,-1,792,10
56,6,26,4,18134,-1,319,15
56,7,60,11,17625,-1,1300,36
56,8,42,9,10330,-1,555,9
56,9,46,6,31907,-1,453,22
56,10,31,7,13474,-1,546,5
56,11,127,41,17167,-1,1213,2
56,12,36,8,13425,-1,650,25
56,13,13,3,21713,-1,276,66
56,14,27,9,13182,-1,205,7
56,15,48,12,17165,-1,595,41
56,16,32,16,12347,-1,759,432
56,17,74,22,30730,-1,524,27
56,18,53,13,15117,-1,845,19
56,19,49,12,14809,-1,961,58
56,20,154,81,17490,-1,1505,9
56,21,43,10,11809,-1,497,20
56,22,62,20,10174,-1,636,14
56,23,28,7,15136,-1,1090,28
56,24,48,9,21467,-1,1728,123
56,25,28,10,15517,-1,1113,140
56,26,23,5,13395,-1,456,50
56,27,27,9,16389,-1,472,25
56,28,39,9,10532,-1,356,23
56,29,62,14,17726,-1,1329,21
56,30,128,64,19318,-1,2313,354
56,31,64,13,19635,-1,1138,2
57,0,9,2,14467,-1,165,10
57,1,40,7,10971,-1,612,0
57,2,45,11,15795,-1,549,5
57,3,28,7,15325,-1,578,259
57,4,112,47,17349,-1,1254,60
57,5,59,14,8860,-1,690,7
57,6,26,4,18173,-1,299,11
57,7,60,11,18387,-1,1143,30
57,8,42,9,6681,-1,482,9
57,9,46,6,20497,-1,411,18
57,10,31,7,9375,-1,512,1
57,11,127,41,16999,-1,1209,1
57,12,36,8,19085,-1,591,30
57,13,13,3,24321,-1,246,67
57,14,27,9,13016,-1,179,12
57,15,48,12,10910,-1,547,38
57,16,32,16,15012,-1,727,413
57,17,74,22,19990,-1,465,17
57,18,53,13,15551,-1,817,24
57,19,49,12,13815,-1,878,33
57,20,154,81,13636,-1,1360,8
57,21,43,10,12446,-1,452,28
57,22,62,20,18918,-1,574,22
57,23,28,7,15732,-1,1023,34
57,24,48,9,19415,-1,1556,127
57,25,28,10,13311,-1,1016,133
57,26,23,5,14250,-1,444,31
57,27,27,9,15647,-1,441,19
57,28,39,9,9746,-1,358,25
57,29,62,14,20243,-1,1284,9
57,30,128,64,16539,-1,2186,322
57,31,64,13,21888,-1,1050,6
58,0,9,2,6930,-1,166,5
58,1,40,7,11661,-1,579,1
58,2,45,11,10119,-1,478,1
58,3,28,7,9309,-1,513,234
58,4,112,47,15302,-1,1185,48
58,5,59,14,11897,-1,621,9
58,6,26,4,14203,-1,272,10
58,7,60,11,17798,-1,1148,27
58,8,42,9,7152,-1,438,9
58,9,46,6,21126,-1,389,15
58,10,31,7,10474,-1,451,3
58,11,127,41,17796,-1,1106,3
58,12,36,8,13962,-1,532,25
58,13,13,3,21948,-1,276,71
58,14,27,9,12991,-1,182,14
58,15,48,12,12744,-1,507,32
58,16,32,16,7903,-1,689,389
58,17,74,22,15687,-1,419,12
58,18,53,13,10194,-1,711,13
58,19,49,12,13333,-1,753,37
58,20,154,81,13943,-1,1268,6
58,21,43,10,12222,-1,409,32
58,22,62,20,13550,-1,535,13
58,23,28,7,13900,-1,982,35
58,24,48,9,18408,-1,1461,132
58,25,28,10,14419,-1,915,137
58,26,23,5,15589,-1,388,40
58,27,27,9,13500,-1,452,22
58,28,39,9,11225,-1,314,25
58,29,62,14,15663,-1,1143,14
58,30,128,64,15354,-1,2022,351
58,31,64,13,19283,-1,985,4
59,0,9,2,13328,-1,147,8
59,1,40,7,10340,-1,521,1
59,2,45,11,8300,-1,442,1
59,3,28,7,15195,-1,529,231
59,4,112,47,14239,-1,1125,57
59,5,59,14,11042,-1,577,8
59,6,26,4,14526,-1,194,9
59,7,60,11,13746,-1,1071,24
59,8,42,9,8909,-1,394,6
59,9,46,6,14434,-1,347,11
59,10,31,7,10406,-1,470,4
59,11,127,41,14066,-1,1014,2
59,12,36,8,11205,-1,513,19
59,13,13,3,19294,-1,218,62
59,14,27,9,13595,-1,188,18
59,15,48,12,8270,-1,435,16
59,16,32,16,8529,-1,599,340
59,17,74,22,11671,-1,377,7
59,18,53,13,12332,-1,676,22
59,19,49,12,10632,-1,749,32
59,20,154,81,12681,-1,1140,15
59,21,43,10,6581,-1,381,16
59,22,62,20,9882,-1,517,11
59,23,28,7,9602,-1,819,26
59,24,48,9,16865,-1,1316,102
59,25,28,10,12944,-1,855,101
59,26,23,5,15618,-1,331,28
59,27,27,9,11220,-1,392,23
59,28,39,9,11137,-1,309,19
59,29,62,14,15468,-1,1127,12
59,30,128,64,14322,-1,1863,296
59,31,64,13,18627,-1,884,3
60,0,9,2,7107,-1,137,4
60,1,40,7,8457,-1,474,0
60,2,45,11,12285,-1,395,5
60,3,28,7,15711,-1,447,192
60,4,112,47,14565,-1,1024,53
60,5,59,14,8327,-1,549,3
60,6,26,4,10970,-1,218,9
60,7,60,11,17769,-1,1000,41
60,8,42,9,5420,-1,391,7
60,9,46,6,12478,-1,336,8
60,10,31,7,10311,-1,389,5
60,11,127,41,12328,-1,902,0
60,12,36,8,17469,-1,474,20
60,13,13,3,16372,-1,208,58
60,14,27,9,15568,-1,156,15
60,15,48,12,11586,-1,418,28
60,16,32,16,8458,-1,592,331
60,17,74,22,15260,-1,366,12
60,18,53,13,12023,-1,628,19
60,19,49,12,8488,-1,660,21
60,20,154,81,11073,-1,1077,8
60,21,43,10,7717,-1,369,15
60,22,62,20,9212,-1,453,11
60,23,28,7,15265,-1,802,32
60,24,48,9,14986,-1,1188,83
60,25,28,10,10874,-1,794,80
60,26,23,5,7519,-1,300,20
60,27,27,9,6397,-1,332,12
60,28,39,9,8335,-1,267,23
60,29,62,14,13347,-1,1003,5
60,30,128,64,13521,-1,1769,262
60,31,64,13,17833,-1,872,3
61,0,9,2,7730,-1,117,4
61,1,40,7,9071,-1,423,1
61,2,45,11,12494,-1,360,7
61,3,28,7,12110,-1,432,191
61,4,112,47,12528,-1,981,45
61,5,59,14,8847,-1,502,6
61,6,26,4,9276,-1,215,6
61,7,60,11,13383,-1,950,20
61,8,42,9,7520,-1,363,8
61,9,46,6,14595,-1,298,9
61,10,31,7,5353,-1,372,1
61,11,127,41,11725,-1,846,1
61,12,36,8,13785,-1,447,14
61,13,13,3,17570,-1,175,37
61,14,27,9,9956,-1,127,16
61,15,48,12,11098,-1,390,22
61,16,32,16,6717,-1,515,286
61,17,74,22,15893,-1,351,11
61,18,53,13,10609,-1,561,11
61,19,49,12,10367,-1,624,29
61,20,154,81,10041,-1,1006,10
61,21,43,10,8396,-1,339,18
61,22,62,20,8819,-1,393,13
61,23,28,7,12601,-1,762,30
61,24,48,9,14318,-1,1136,97
61,25,28,10,11193,-1,712,95
61,26,23,5,20034,-1,275,30
61,27,27,9,9372,-1,338,11
61,28,39,9,10633,-1,248,16
61,29,62,14,12761,-1,933,9
61,30,128,64,13542,-1,1615,261
61,31,64,13,12942,-1,799,1
62,0,9,2,9975,-1,112,8
62,1,40,7,9050,-1,428,1
62,2,45,11,8099,-1,336,2
62,3,28,7,8887,-1,389,169
62,4,112,47,11368,-1,849,42
62,5,59,14,9482,-1,465,9
62,6,26,4,7151,-1,200,3
62,7,60,11,12124,-1,871,20
62,8,42,9,5704,-1,336,5
62,9,46,6,17037,-1,276,13
62,10,31,7,9561,-1,343,6
62,11,127,41,10798,-1,770,0
62,12,36,8,6720,-1,396,9
62,13,13,3,8336,-1,160,32
62,14,27,9,6030,-1,110,17
62,15,48,12,8693,-1,382,23
62,16,32,16,5554,-1,508,297
62,17,74,22,11509,-1,310,12
62,18,53,13,6437,-1,502,11
62,19,49,12,10048,-1,596,26
62,20,154,81,11085,-1,964,7
62,21,43,10,7747,-1,294,20
62,22,62,20,7491,-1,407,12
62,23,28,7,9194,-1,688,22
62,24,48,9,13335,-1,1051,85
62,25,28,10,8926,-1,671,67
62,26,23,5,7246,-1,274,22
62,27,27,9,9989,-1,301,15
62,28,39,9,4720,-1,242,16
62,29,62,14,12060,-1,870,10
62,30,128,64,13198,-1,1493,229
62,31,64,13,11220,-1,695,0
63,0,9,2,12781,-1,96,9
63,1,40,7,6324,-1,356,0
63,2,45,11,11615,-1,312,7
63,3,28,7,7854,-1,376,149
63,4,112,47,12275,-1,847,43
63,5,59,14,5378,-1,435,5
63,6,26,4,6939,-1,182,5
63,7,60,11,10874,-1,742,21
63,8,42,9,7628,-1,316,6
63,9,46,6,18407,-1,280,13
63,10,31,7,7124,-1,323,5
63,11,127,41,11544,-1,747,1
63,12,36,8,10834,-1,351,15
63,13,13,3,9724,-1,155,40
63,14,27,9,10264,-1,100,21
63,15,48,12,8234,-1,349,15
63,16,32,16,4440,-1,450,269
63,17,74,22,7571,-1,278,9
63,18,53,13,7159,-1,490,15
63,19,49,12,6667,-1,536,21
63,20,154,81,8970,-1,864,3
63,21,43,10,6137,-1,274,10
63,22,62,20,6465,-1,375,7
63,23,28,7,9224,-1,592,21
63,24,48,9,11807,-1,960,76
63,25,28,10,8280,-1,674,72
63,26,23,5,12587,-1,261,25
63,27,27,9,8572,-1,291,16
63,28,39,9,6522,-1,200,17
63,29,62,14,11931,-1,788,12
63,30,128,64,10429,-1,1407,217
63,31,64,13,15816,-1,672,4
64,0,9,2,5401,-1,87,3
64,1,40,7,5745,-1,331,0
64,2,45,11,6211,-1,290,2
64,3,28,7,5331,-1,332,146
64,4,112,47,9059,-1,774,38
64,5,59,14,6004,-1,403,4
64,6,26,4,5194,-1,166,4
64,7,60,11,9070,-1,705,27
64,8,42,9,4256,-1,296,4
64,9,46,6,11503,-1,244,8
64,10,31,7,6494,-1,284,3
64,11,127,41,9505,-1,685,1
64,12,36,8,9179,-1,343,14
64,13,13,3,12275,-1,158,44
64,14,27,9,5338,-1,85,18
64,15,48,12,9309,-1,330,20
64,16,32,16,10672,-1,428,240
64,17,74,22,8542,-1,269,8
64,18,53,13,6932,-1,441,15
64,19,49,12,7573,-1,511,22
64,20,154,81,9164,-1,815,7
64,21,43,10,8603,-1,244,17
64,22,62,20,6752,-1,331,7
64,23,28,7,8450,-1,597,14
64,24,48,9,12124,-1,939,73
64,25,28,10,7744,-1,585,78
64,26,23,5,10597,-1,209,16
64,27,27,9,4948,-1,291,14
64,28,39,9,10151,-1,199,14
64,29,62,14,10553,-1,684,8
64,30,128,64,11869,-1,1285,191
64,31,64,13,10695,-1,589,2
65,0,9,2,5371,-1,83,4
